,HOLD,BUY,SELL
BULLISH_NEAR_P10,0.0,0.0,0.0
BULLISH_NEAR_P50,0.780231867535267,0.6773436845821156,0.4826283038114437
BULLISH_NEAR_P90,0.0,0.0,0.0
BEARISH_NEAR_P10,0.0,0.0,0.0
BEARISH_NEAR_P50,0.7177474608201199,0.561222545734342,0.36137674522359986
BEARISH_NEAR_P90,0.0,0.0,0.0
SIDEWAYS_NEAR_P10,0.0,0.0,0.0
SIDEWAYS_NEAR_P50,0.5811418124612334,0.511462372467975,1.2892377742173435
SIDEWAYS_NEAR_P90,0.0,0.0,0.0
