Date,Time,Ticker,Current Price,Master Signal,P10 Target,P50 Target,P90 Target,Reason
2026-05-27,07:04:27,NBCC.NS,97.36,BUY,92.13,97.36,102.59,AI Edge Confirmed (State 1)
2026-05-27,07:04:27,ANGELONE.NS,341.8,BUY,323.01,341.8,360.59,AI Edge Confirmed (State 1)
2026-05-27,07:04:27,RENUKA.NS,23.4,BUY,22.01,23.4,24.79,AI Edge Confirmed (State 1)
2026-05-27,07:04:27,IEX.NS,125.85,HOLD,121.26,125.85,130.44,Agent Directive: HOLD. (State 2)
2026-05-27,07:04:27,NATIONALUM.NS,436.9,BUY,418.66,436.9,455.14,AI Edge Confirmed (State 1)
2026-05-27,07:04:27,CDSL.NS,1246.0,BUY,1201.74,1246.0,1290.26,AI Edge Confirmed (State 1)
2026-05-27,07:04:27,HUDCO.NS,206.51,BUY,194.18,206.51,218.84,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,TCS.NS,2284.2,HOLD,2210.61,2284.2,2357.79,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,BAJFINANCE.NS,931.15,HOLD,898.27,931.15,964.03,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,ETERNAL.NS,256.51,BUY,245.48,256.51,267.54,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,TMPV.NS,400.95,BUY,384.2,400.95,417.7,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,TMCV.NS,383.85,BUY,359.27,383.85,408.43,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,ITC.NS,291.95,HOLD,284.79,291.95,299.11,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,INFY.NS,1159.9,HOLD,1118.44,1159.9,1201.36,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,NTPC.NS,398.15,HOLD,385.98,398.15,410.32,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,ICICIBANK.NS,1272.7,HOLD,1238.29,1272.7,1307.11,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,SUZLON.NS,57.53,BUY,54.83,57.53,60.23,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,RVNL.NS,252.3,BUY,239.28,252.3,265.32,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,IRFC.NS,99.19,HOLD,95.69,99.19,102.69,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,NBCC.NS,99.1,BUY,93.74,99.1,104.46,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,ANGELONE.NS,336.95,BUY,317.67,336.95,356.23,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,RENUKA.NS,23.4,BUY,22.01,23.4,24.79,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,IEX.NS,126.59,HOLD,122.0,126.59,131.18,Agent Directive: HOLD. (State 2)
2026-05-28,06:55:45,NATIONALUM.NS,433.05,BUY,414.81,433.05,451.29,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,CDSL.NS,1243.8,BUY,1199.54,1243.8,1288.06,AI Edge Confirmed (State 1)
2026-05-28,06:55:45,HUDCO.NS,206.24,BUY,193.71,206.24,218.77,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,RELIANCE.NS,1335.8,HOLD,1294.56,1335.8,1377.04,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,TCS.NS,2293.4,HOLD,2217.85,2293.4,2368.95,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,BAJFINANCE.NS,922.0,HOLD,889.02,922.0,954.98,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,ETERNAL.NS,255.45,BUY,244.63,255.45,266.27,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,TMPV.NS,401.7,BUY,384.42,401.7,418.98,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,TMCV.NS,385.05,BUY,360.66,385.05,409.44,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,ITC.NS,288.7,HOLD,281.42,288.7,295.98,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,INFY.NS,1202.9,BUY,1158.71,1202.9,1247.09,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,NTPC.NS,393.0,HOLD,380.59,393.0,405.41,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,ICICIBANK.NS,1280.6,HOLD,1246.54,1280.6,1314.66,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,SUZLON.NS,56.89,BUY,54.15,56.89,59.63,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,RVNL.NS,247.45,BUY,234.18,247.45,260.72,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,IRFC.NS,98.83,HOLD,95.31,98.83,102.35,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,NBCC.NS,102.24,BUY,97.06,102.24,107.42,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,ANGELONE.NS,340.05,BUY,321.64,340.05,358.46,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,RENUKA.NS,23.44,BUY,22.14,23.44,24.74,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,IEX.NS,128.14,HOLD,123.55,128.14,132.73,Agent Directive: HOLD. (State 2)
2026-05-29,06:55:36,NATIONALUM.NS,435.05,BUY,416.48,435.05,453.62,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,CDSL.NS,1259.1,BUY,1214.7,1259.1,1303.5,AI Edge Confirmed (State 1)
2026-05-29,06:55:36,HUDCO.NS,204.16,HOLD,192.32,204.16,216.0,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,RELIANCE.NS,1320.7,HOLD,1285.26,1320.7,1356.14,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,TCS.NS,2311.7,HOLD,2238.99,2311.7,2384.41,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,BAJFINANCE.NS,892.35,HOLD,860.34,892.35,924.36,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,ETERNAL.NS,248.8,BUY,238.87,248.8,258.73,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,TMPV.NS,386.55,BUY,369.33,386.55,403.77,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,TMCV.NS,376.0,BUY,355.18,376.0,396.82,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,ITC.NS,281.3,HOLD,273.93,281.3,288.67,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,INFY.NS,1211.1,BUY,1167.61,1211.1,1254.59,AI Edge Confirmed (State 0)
2026-06-01,08:35:13,NTPC.NS,378.95,BUY,367.13,378.95,390.77,AI Edge Confirmed (State 0)
2026-06-01,08:35:13,ICICIBANK.NS,1242.5,HOLD,1206.14,1242.5,1278.86,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,SUZLON.NS,54.3,BUY,51.64,54.3,56.95,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,RVNL.NS,243.35,BUY,230.07,243.35,256.63,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,IRFC.NS,96.56,HOLD,93.42,96.56,99.7,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,NBCC.NS,104.3,BUY,99.38,104.3,109.22,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,ANGELONE.NS,339.3,BUY,321.07,339.3,357.53,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,RENUKA.NS,22.75,BUY,21.54,22.75,23.96,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,IEX.NS,126.58,HOLD,122.75,126.58,130.41,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:13,NATIONALUM.NS,433.45,BUY,414.31,433.45,452.59,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,CDSL.NS,1223.1,BUY,1182.36,1223.1,1263.84,AI Edge Confirmed (State 1)
2026-06-01,08:35:13,HUDCO.NS,201.6,HOLD,191.02,201.6,212.18,Agent Directive: HOLD. (State 2)
2026-06-01,08:35:28,INFY.NS,1154.6,HOLD,1095.65,1154.6,1213.55,Agent Directive: HOLD. Edge insufficient.
2026-06-02,07:24:56,RELIANCE.NS,1309.8,HOLD,1274.03,1309.8,1345.58,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,TCS.NS,2445.0,BUY,2359.4,2445.0,2530.6,AI Edge Confirmed (State 0)
2026-06-02,07:24:56,BAJFINANCE.NS,878.0,HOLD,844.56,878.0,911.44,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,ETERNAL.NS,248.95,BUY,238.76,248.95,259.14,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,TMPV.NS,384.25,BUY,366.45,384.25,402.05,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,TMCV.NS,371.05,BUY,350.65,371.05,391.45,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,ITC.NS,281.2,HOLD,273.54,281.2,288.86,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,INFY.NS,1266.1,BUY,1216.74,1266.1,1315.46,AI Edge Confirmed (State 0)
2026-06-02,07:24:56,NTPC.NS,365.85,BUY,353.05,365.85,378.65,AI Edge Confirmed (State 0)
2026-06-02,07:24:56,ICICIBANK.NS,1233.5,HOLD,1200.08,1233.5,1266.92,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,SUZLON.NS,53.1,BUY,50.48,53.1,55.72,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,RVNL.NS,237.4,BUY,225.33,237.4,249.47,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,IRFC.NS,95.88,HOLD,92.8,95.88,98.96,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,NBCC.NS,103.45,BUY,98.32,103.45,108.58,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,ANGELONE.NS,341.5,BUY,324.61,341.5,358.39,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,RENUKA.NS,21.95,BUY,20.81,21.95,23.09,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,IEX.NS,124.45,HOLD,120.52,124.45,128.38,Agent Directive: HOLD. (State 2)
2026-06-02,07:24:56,NATIONALUM.NS,433.15,BUY,414.22,433.15,452.08,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,CDSL.NS,1221.7,BUY,1180.56,1221.7,1262.84,AI Edge Confirmed (State 1)
2026-06-02,07:24:56,HUDCO.NS,202.38,HOLD,192.15,202.38,212.61,Agent Directive: HOLD. (State 2)
2026-06-02,07:25:07,INFY.NS,1154.6,HOLD,1095.65,1154.6,1213.55,Agent Directive: HOLD. Edge insufficient.
2026-06-03,08:17:37,RELIANCE.NS,1310.6,HOLD,1273.81,1310.6,1347.39,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,TCS.NS,2240.5,HOLD,2138.12,2240.5,2342.88,Agent Directive: HOLD. (State 3)
2026-06-03,08:17:37,BAJFINANCE.NS,876.8,BUY,844.16,876.8,909.44,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,ETERNAL.NS,247.7,BUY,237.57,247.7,257.83,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,TMPV.NS,395.25,BUY,376.74,395.25,413.76,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,TMCV.NS,374.8,BUY,355.94,374.8,393.66,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,ITC.NS,277.85,HOLD,269.63,277.85,286.07,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,INFY.NS,1223.2,BUY,1171.62,1223.2,1274.78,AI Edge Confirmed (State 0)
2026-06-03,08:17:37,NTPC.NS,367.75,HOLD,354.98,367.75,380.52,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,ICICIBANK.NS,1242.5,HOLD,1208.16,1242.5,1276.84,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,SUZLON.NS,54.06,BUY,51.31,54.06,56.81,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,RVNL.NS,235.1,BUY,223.2,235.1,247.0,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,IRFC.NS,95.59,HOLD,92.64,95.59,98.54,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,NBCC.NS,101.8,BUY,96.58,101.8,107.02,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,ANGELONE.NS,333.6,BUY,316.47,333.6,350.73,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,RENUKA.NS,21.34,BUY,20.17,21.34,22.51,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,IEX.NS,123.29,HOLD,119.35,123.29,127.23,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:37,NATIONALUM.NS,435.3,BUY,416.56,435.3,454.04,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,CDSL.NS,1213.7,BUY,1172.66,1213.7,1254.74,AI Edge Confirmed (State 1)
2026-06-03,08:17:37,HUDCO.NS,201.3,HOLD,191.92,201.3,210.68,Agent Directive: HOLD. (State 2)
2026-06-03,08:17:47,INFY.NS,1154.6,HOLD,1095.65,1154.6,1213.55,Agent Directive: HOLD. Edge insufficient.
2026-06-04,07:24:55,RELIANCE.NS,1301.2,HOLD,1266.82,1301.2,1335.58,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,TCS.NS,2236.6,BUY,2136.53,2236.6,2336.67,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,BAJFINANCE.NS,876.5,HOLD,844.2,876.5,908.8,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,ETERNAL.NS,254.55,BUY,243.47,254.55,265.63,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,TMPV.NS,398.0,BUY,381.12,398.0,414.88,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,TMCV.NS,376.05,BUY,357.15,376.05,394.95,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,ITC.NS,280.1,HOLD,271.92,280.1,288.28,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,INFY.NS,1203.7,BUY,1153.39,1203.7,1254.01,AI Edge Confirmed (State 0)
2026-06-04,07:24:55,NTPC.NS,366.6,HOLD,353.95,366.6,379.25,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,ICICIBANK.NS,1252.0,HOLD,1215.79,1252.0,1288.21,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,SUZLON.NS,55.38,BUY,52.61,55.38,58.15,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,RVNL.NS,238.3,BUY,226.71,238.3,249.89,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,IRFC.NS,96.4,HOLD,93.55,96.4,99.25,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,NBCC.NS,104.68,BUY,99.37,104.68,109.99,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,ANGELONE.NS,340.85,BUY,323.77,340.85,357.93,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,RENUKA.NS,21.93,BUY,20.77,21.93,23.09,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,IEX.NS,125.18,HOLD,121.17,125.18,129.19,Agent Directive: HOLD. (State 2)
2026-06-04,07:24:55,NATIONALUM.NS,418.5,BUY,399.28,418.5,437.72,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,CDSL.NS,1224.3,BUY,1183.48,1224.3,1265.12,AI Edge Confirmed (State 1)
2026-06-04,07:24:55,HUDCO.NS,205.64,HOLD,197.99,205.64,213.29,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,RELIANCE.NS,1298.5,HOLD,1264.65,1298.5,1332.35,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,TCS.NS,2211.2,BUY,2108.87,2211.2,2313.53,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,BAJFINANCE.NS,894.85,BUY,862.04,894.85,927.66,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,ETERNAL.NS,255.15,BUY,244.37,255.15,265.93,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,TMPV.NS,400.05,BUY,382.76,400.05,417.34,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,TMCV.NS,372.0,HOLD,354.1,372.0,389.9,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,ITC.NS,280.8,HOLD,272.81,280.8,288.79,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,INFY.NS,1201.2,HOLD,1151.38,1201.2,1251.02,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,NTPC.NS,361.85,HOLD,349.53,361.85,374.17,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,ICICIBANK.NS,1259.1,HOLD,1223.44,1259.1,1294.76,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,SUZLON.NS,55.55,BUY,52.83,55.55,58.27,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,RVNL.NS,236.1,BUY,225.36,236.1,246.84,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,IRFC.NS,96.3,HOLD,93.67,96.3,98.93,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,NBCC.NS,106.68,BUY,101.38,106.68,111.98,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,ANGELONE.NS,339.2,BUY,322.12,339.2,356.28,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,RENUKA.NS,22.69,BUY,21.58,22.69,23.8,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,IEX.NS,123.1,HOLD,119.29,123.1,126.91,Agent Directive: HOLD. (State 2)
2026-06-05,07:08:34,NATIONALUM.NS,396.35,BUY,375.66,396.35,417.04,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,CDSL.NS,1226.4,BUY,1187.38,1226.4,1265.42,AI Edge Confirmed (State 1)
2026-06-05,07:08:34,HUDCO.NS,204.85,HOLD,197.89,204.85,211.81,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,RELIANCE.NS,1272.1,HOLD,1238.23,1272.1,1305.97,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,TCS.NS,2152.3,BUY,2052.09,2152.3,2252.51,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,BAJFINANCE.NS,871.65,HOLD,837.45,871.65,905.85,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,ETERNAL.NS,248.65,BUY,238.18,248.65,259.12,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,TMPV.NS,390.6,BUY,373.54,390.6,407.66,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,TMCV.NS,365.35,HOLD,347.36,365.35,383.34,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,ITC.NS,281.8,HOLD,273.72,281.8,289.88,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,INFY.NS,1191.0,HOLD,1143.93,1191.0,1238.07,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,NTPC.NS,363.85,HOLD,350.91,363.85,376.79,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,ICICIBANK.NS,1251.5,HOLD,1216.65,1251.5,1286.35,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,SUZLON.NS,54.8,BUY,51.99,54.8,57.61,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,RVNL.NS,230.4,BUY,219.77,230.4,241.03,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,IRFC.NS,95.19,HOLD,92.5,95.19,97.88,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,NBCC.NS,105.0,BUY,99.6,105.0,110.4,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,ANGELONE.NS,329.2,BUY,312.21,329.2,346.19,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,RENUKA.NS,22.17,BUY,21.03,22.17,23.31,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,IEX.NS,119.74,HOLD,115.83,119.74,123.65,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,NATIONALUM.NS,385.55,BUY,364.28,385.55,406.82,AI Edge Confirmed (State 1)
2026-06-08,08:10:22,CDSL.NS,1202.7,HOLD,1163.65,1202.7,1241.75,Agent Directive: HOLD. (State 2)
2026-06-08,08:10:22,HUDCO.NS,203.18,HOLD,196.01,203.18,210.35,Agent Directive: HOLD. (State 2)
