Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2026-03-19 05:30:00+00:00,1231.0,1233.5999755859375,1230.4000244140625,1233.300048828125,227908
2026-03-19 05:45:00+00:00,1230.199951171875,1233.0,1230.0999755859375,1231.0,219619
2026-03-19 06:00:00+00:00,1231.9000244140625,1232.800048828125,1230.0999755859375,1230.4000244140625,167999
2026-03-19 06:15:00+00:00,1234.0999755859375,1236.4000244140625,1231.0,1231.9000244140625,188750
2026-03-19 06:30:00+00:00,1235.0999755859375,1235.5,1233.0,1234.0,145042
2026-03-19 06:45:00+00:00,1232.199951171875,1235.199951171875,1231.0,1235.0999755859375,172917
2026-03-19 07:00:00+00:00,1231.5,1232.800048828125,1230.699951171875,1232.4000244140625,89590
2026-03-19 07:15:00+00:00,1232.9000244140625,1233.4000244140625,1231.199951171875,1231.800048828125,194764
2026-03-19 07:30:00+00:00,1229.699951171875,1232.9000244140625,1229.199951171875,1232.800048828125,210972
2026-03-19 07:45:00+00:00,1231.199951171875,1231.699951171875,1229.4000244140625,1229.9000244140625,98853
2026-03-19 08:00:00+00:00,1231.800048828125,1233.0,1230.0999755859375,1231.300048828125,190178
2026-03-19 08:15:00+00:00,1229.199951171875,1232.4000244140625,1228.199951171875,1231.9000244140625,208038
2026-03-19 08:30:00+00:00,1226.0,1229.9000244140625,1224.0,1229.0,263608
2026-03-19 08:45:00+00:00,1224.800048828125,1227.4000244140625,1223.800048828125,1226.0999755859375,332936
2026-03-19 09:00:00+00:00,1225.5,1228.699951171875,1224.5,1225.0,525752
2026-03-19 09:15:00+00:00,1221.9000244140625,1226.0,1221.0,1225.800048828125,411308
2026-03-19 09:30:00+00:00,1219.9000244140625,1225.199951171875,1215.199951171875,1222.0999755859375,2061729
2026-03-19 09:45:00+00:00,1226.0,1226.5,1219.0,1219.800048828125,1035298
2026-03-20 03:45:00+00:00,1248.0,1250.9000244140625,1242.199951171875,1242.199951171875,595951
2026-03-20 04:00:00+00:00,1241.300048828125,1248.4000244140625,1238.699951171875,1247.699951171875,534832
2026-03-20 04:15:00+00:00,1246.699951171875,1248.9000244140625,1238.699951171875,1241.300048828125,553064
2026-03-20 04:30:00+00:00,1248.0,1249.9000244140625,1245.5,1247.0999755859375,364852
2026-03-20 04:45:00+00:00,1253.5,1254.0,1246.5,1247.9000244140625,414124
2026-03-20 05:00:00+00:00,1253.0999755859375,1254.0999755859375,1250.0,1253.5,196764
2026-03-20 05:15:00+00:00,1251.300048828125,1253.199951171875,1250.0,1252.9000244140625,131005
2026-03-20 05:30:00+00:00,1247.5,1252.0,1246.4000244140625,1252.0,195935
2026-03-20 05:45:00+00:00,1249.0999755859375,1249.699951171875,1246.800048828125,1247.5,143047
2026-03-20 06:00:00+00:00,1245.5,1249.9000244140625,1244.699951171875,1249.0999755859375,186603
2026-03-20 06:15:00+00:00,1241.4000244140625,1245.5,1240.0999755859375,1245.199951171875,200569
2026-03-20 06:30:00+00:00,1240.0999755859375,1241.699951171875,1238.699951171875,1241.5999755859375,153369
2026-03-20 06:45:00+00:00,1235.5,1240.0,1235.199951171875,1239.5999755859375,208124
2026-03-20 07:00:00+00:00,1236.699951171875,1237.699951171875,1233.300048828125,1235.300048828125,219272
2026-03-20 07:15:00+00:00,1237.0,1238.9000244140625,1236.0,1236.699951171875,195316
2026-03-20 07:30:00+00:00,1238.699951171875,1238.9000244140625,1236.4000244140625,1237.0,228581
2026-03-20 07:45:00+00:00,1237.800048828125,1240.0,1236.800048828125,1238.699951171875,140521
2026-03-20 08:00:00+00:00,1237.800048828125,1239.9000244140625,1237.5,1238.0,254487
2026-03-20 08:15:00+00:00,1237.800048828125,1239.4000244140625,1235.699951171875,1237.9000244140625,182622
2026-03-20 08:30:00+00:00,1237.0999755859375,1239.4000244140625,1236.800048828125,1237.800048828125,218832
2026-03-20 08:45:00+00:00,1235.5,1238.0,1235.300048828125,1237.0,194416
2026-03-20 09:00:00+00:00,1232.0,1236.5999755859375,1232.0,1235.300048828125,230710
2026-03-20 09:15:00+00:00,1231.800048828125,1233.699951171875,1229.300048828125,1232.0,358670
2026-03-20 09:30:00+00:00,1256.199951171875,1260.0999755859375,1231.300048828125,1231.800048828125,11348440
2026-03-20 09:45:00+00:00,1259.0,1263.9000244140625,1252.5,1255.0,9191464
2026-03-23 03:45:00+00:00,1239.300048828125,1241.0,1227.9000244140625,1239.9000244140625,493576
2026-03-23 04:00:00+00:00,1251.9000244140625,1252.5999755859375,1238.4000244140625,1239.0,790863
2026-03-23 04:15:00+00:00,1248.0,1253.9000244140625,1246.9000244140625,1251.699951171875,622488
2026-03-23 04:30:00+00:00,1248.5,1249.800048828125,1246.199951171875,1247.9000244140625,355387
2026-03-23 04:45:00+00:00,1247.0,1250.4000244140625,1245.699951171875,1248.5,283835
2026-03-23 05:00:00+00:00,1255.699951171875,1256.5,1247.0,1247.199951171875,363581
2026-03-23 05:15:00+00:00,1251.4000244140625,1255.5999755859375,1250.0,1255.300048828125,232130
2026-03-23 05:30:00+00:00,1249.699951171875,1254.4000244140625,1248.300048828125,1251.4000244140625,211917
2026-03-23 05:45:00+00:00,1244.9000244140625,1251.199951171875,1243.5999755859375,1249.699951171875,287150
2026-03-23 06:00:00+00:00,1246.5,1251.5,1244.0,1244.9000244140625,313103
2026-03-23 06:15:00+00:00,1249.199951171875,1250.0999755859375,1245.0,1245.9000244140625,236896
2026-03-23 06:30:00+00:00,1252.0999755859375,1255.0,1248.4000244140625,1249.199951171875,245795
2026-03-23 06:45:00+00:00,1247.5999755859375,1252.0999755859375,1244.800048828125,1252.0,315741
2026-03-23 07:00:00+00:00,1248.0,1249.5,1246.800048828125,1247.800048828125,187256
2026-03-23 07:15:00+00:00,1246.4000244140625,1248.199951171875,1244.699951171875,1248.0,185209
2026-03-23 07:30:00+00:00,1246.0,1246.5,1243.199951171875,1246.0999755859375,282563
2026-03-23 07:45:00+00:00,1245.9000244140625,1247.699951171875,1244.0999755859375,1246.0,330954
2026-03-23 08:00:00+00:00,1249.0999755859375,1249.9000244140625,1245.800048828125,1245.9000244140625,326555
2026-03-23 08:15:00+00:00,1252.699951171875,1254.0,1248.9000244140625,1249.0999755859375,447590
2026-03-23 08:30:00+00:00,1256.300048828125,1258.4000244140625,1252.300048828125,1252.9000244140625,751228
2026-03-23 08:45:00+00:00,1258.199951171875,1258.9000244140625,1255.4000244140625,1256.9000244140625,475310
2026-03-23 09:00:00+00:00,1256.4000244140625,1258.4000244140625,1254.0999755859375,1258.199951171875,566869
2026-03-23 09:15:00+00:00,1260.800048828125,1260.9000244140625,1255.5,1257.0,717639
2026-03-23 09:30:00+00:00,1258.800048828125,1260.800048828125,1253.800048828125,1260.800048828125,1547179
2026-03-23 09:45:00+00:00,1256.800048828125,1259.4000244140625,1248.5999755859375,1258.800048828125,1162006
2026-03-24 03:45:00+00:00,1258.699951171875,1270.300048828125,1251.300048828125,1268.9000244140625,299909
2026-03-24 04:00:00+00:00,1257.9000244140625,1263.199951171875,1256.199951171875,1258.699951171875,627630
2026-03-24 04:15:00+00:00,1263.4000244140625,1264.9000244140625,1255.800048828125,1258.199951171875,233313
2026-03-24 04:30:00+00:00,1265.0999755859375,1265.800048828125,1262.0,1263.4000244140625,538865
2026-03-24 04:45:00+00:00,1272.9000244140625,1273.199951171875,1265.0,1265.0,408313
2026-03-24 05:00:00+00:00,1269.5,1272.9000244140625,1266.5999755859375,1272.9000244140625,679984
2026-03-24 05:15:00+00:00,1271.199951171875,1272.5,1269.0,1270.0,351737
2026-03-24 05:30:00+00:00,1275.699951171875,1277.0,1271.0,1271.5,335240
2026-03-24 05:45:00+00:00,1282.300048828125,1282.800048828125,1275.300048828125,1275.5999755859375,495815
2026-03-24 06:00:00+00:00,1283.300048828125,1287.0999755859375,1280.4000244140625,1282.4000244140625,378325
2026-03-24 06:15:00+00:00,1292.4000244140625,1293.5,1283.0,1283.5,428166
2026-03-24 06:30:00+00:00,1290.699951171875,1295.0,1289.699951171875,1292.4000244140625,1043583
2026-03-24 06:45:00+00:00,1291.5999755859375,1296.0,1288.0,1290.699951171875,355978
2026-03-24 07:00:00+00:00,1288.300048828125,1293.9000244140625,1286.800048828125,1291.5,372032
2026-03-24 07:15:00+00:00,1292.0999755859375,1292.4000244140625,1288.0,1288.300048828125,298937
2026-03-24 07:30:00+00:00,1290.0,1292.0999755859375,1286.800048828125,1292.0999755859375,427730
2026-03-24 07:45:00+00:00,1293.699951171875,1294.9000244140625,1288.5999755859375,1289.800048828125,480400
2026-03-24 08:00:00+00:00,1295.9000244140625,1296.699951171875,1292.699951171875,1293.5999755859375,547684
2026-03-24 08:15:00+00:00,1295.0999755859375,1296.9000244140625,1294.4000244140625,1295.9000244140625,831116
2026-03-24 08:30:00+00:00,1290.4000244140625,1295.5,1290.0,1295.300048828125,443462
2026-03-24 08:45:00+00:00,1286.300048828125,1292.300048828125,1286.0999755859375,1290.300048828125,410847
2026-03-24 09:00:00+00:00,1286.699951171875,1288.699951171875,1284.699951171875,1286.300048828125,521179
2026-03-24 09:15:00+00:00,1284.699951171875,1288.5999755859375,1283.699951171875,1286.9000244140625,539956
2026-03-24 09:30:00+00:00,1276.5,1284.9000244140625,1275.800048828125,1284.9000244140625,1272595
2026-03-24 09:45:00+00:00,1280.0999755859375,1282.0,1275.0999755859375,1276.5,920526
2026-03-25 03:45:00+00:00,1268.9000244140625,1271.800048828125,1265.0999755859375,1269.0,308117
2026-03-25 04:00:00+00:00,1271.4000244140625,1271.800048828125,1268.0,1268.5999755859375,272508
2026-03-25 04:15:00+00:00,1280.0999755859375,1280.0999755859375,1270.0999755859375,1271.5999755859375,542514
2026-03-25 04:30:00+00:00,1281.5,1282.5999755859375,1277.699951171875,1280.0999755859375,883348
2026-03-25 04:45:00+00:00,1281.699951171875,1284.0,1279.0,1281.4000244140625,287837
2026-03-25 05:00:00+00:00,1284.0999755859375,1285.0,1280.199951171875,1282.0,271299
2026-03-25 05:15:00+00:00,1283.800048828125,1285.5999755859375,1282.4000244140625,1284.0999755859375,200277
2026-03-25 05:30:00+00:00,1289.0,1290.5,1283.9000244140625,1283.9000244140625,294270
2026-03-25 05:45:00+00:00,1285.699951171875,1289.9000244140625,1284.5999755859375,1289.5,243873
2026-03-25 06:00:00+00:00,1285.5,1287.0999755859375,1283.0,1285.699951171875,478846
2026-03-25 06:15:00+00:00,1286.300048828125,1288.800048828125,1284.300048828125,1285.4000244140625,300585
2026-03-25 06:30:00+00:00,1287.5,1287.800048828125,1284.699951171875,1286.699951171875,196485
2026-03-25 06:45:00+00:00,1287.4000244140625,1288.9000244140625,1285.4000244140625,1287.5999755859375,209463
2026-03-25 07:00:00+00:00,1287.9000244140625,1289.4000244140625,1287.0,1287.5999755859375,181298
2026-03-25 07:15:00+00:00,1285.0,1288.199951171875,1285.0,1287.9000244140625,201568
2026-03-25 07:30:00+00:00,1285.0999755859375,1287.699951171875,1284.9000244140625,1285.0,180350
2026-03-25 07:45:00+00:00,1286.199951171875,1287.5,1284.5999755859375,1285.4000244140625,399639
2026-03-25 08:00:00+00:00,1286.300048828125,1288.800048828125,1285.199951171875,1286.5999755859375,146594
2026-03-25 08:15:00+00:00,1286.199951171875,1289.800048828125,1285.300048828125,1286.5999755859375,211233
2026-03-25 08:30:00+00:00,1284.5,1287.300048828125,1282.699951171875,1286.4000244140625,484517
2026-03-25 08:45:00+00:00,1278.699951171875,1285.300048828125,1277.4000244140625,1284.199951171875,470854
2026-03-25 09:00:00+00:00,1280.800048828125,1281.5999755859375,1276.5999755859375,1278.699951171875,414035
2026-03-25 09:15:00+00:00,1279.300048828125,1281.699951171875,1277.4000244140625,1281.300048828125,564316
2026-03-25 09:30:00+00:00,1280.0,1280.699951171875,1277.4000244140625,1279.0,1004701
2026-03-25 09:45:00+00:00,1279.5,1280.699951171875,1276.300048828125,1279.9000244140625,1259745
2026-03-27 03:45:00+00:00,1287.0,1294.699951171875,1280.0,1285.199951171875,506787
2026-03-27 04:00:00+00:00,1285.5,1288.0,1283.5999755859375,1287.5,457721
2026-03-27 04:15:00+00:00,1277.800048828125,1286.9000244140625,1276.9000244140625,1285.5,481735
2026-03-27 04:30:00+00:00,1281.0,1281.699951171875,1277.0999755859375,1277.800048828125,348295
2026-03-27 04:45:00+00:00,1284.0,1285.5999755859375,1281.0,1281.0,294644
2026-03-27 05:00:00+00:00,1278.9000244140625,1286.5999755859375,1278.9000244140625,1284.5999755859375,246209
